homeOver, homeGG, awayOver, awayGG, homeGoals, awayGoals, result
0.50,0.53,0.59,0.61,1.62,1.33,yes
0.50,0.54,0.48,0.51,1.44,1.56,yes
0.50,0.52,0.57,0.59,1.55,1.44,no
0.43,0.47,0.47,0.55,1.35,1.15,no
0.46,0.49,0.44,0.54,1.06,1.20,no
0.40,0.46,0.40,0.42,1.27,0.99,no
0.49,0.50,0.46,0.52,1.49,1.15,no
0.39,0.39,0.46,0.52,1.38,1.31,no
0.49,0.45,0.43,0.47,2.07,1.13,no
0.48,0.50,0.47,0.55,1.36,1.15,no
0.40,0.42,0.49,0.50,1.26,1.11,yes
0.46,0.52,0.46,0.49,1.46,0.95,no
0.46,0.52,0.49,0.45,1.41,1.57,no
0.43,0.47,0.40,0.46,1.35,1.07,yes
0.61,0.58,0.57,0.63,2.30,1.02,no
0.55,0.56,0.65,0.67,1.66,1.38,yes
0.61,0.63,0.53,0.55,1.71,1.20,yes
0.51,0.59,0.57,0.63,1.86,1.02,yes
0.57,0.68,0.50,0.55,1.44,1.12,no
0.57,0.58,0.54,0.54,1.34,1.19,no
0.58,0.61,0.59,0.61,2.09,1.10,yes
0.56,0.55,0.53,0.57,2.18,1.08,yes
0.55,0.58,0.52,0.58,1.43,1.50,yes
0.57,0.57,0.60,0.56,1.34,1.07,yes
0.55,0.53,0.43,0.49,1.61,1.07,no
0.57,0.56,0.45,0.57,1.91,1.03,no
0.55,0.58,0.48,0.52,1.44,0.99,yes
0.50,0.53,0.54,0.57,1.54,1.42,no
0.43,0.45,0.49,0.53,1.51,1.17,no
0.44,0.52,0.43,0.46,1.45,1.17,no
0.46,0.54,0.32,0.41,1.35,0.85,yes
0.57,0.50,0.59,0.41,1.53,2.07,no
0.67,0.67,0.57,0.47,1.73,0.73,yes
0.43,0.40,0.53,0.50,0.87,1.38,no
0.73,0.47,0.57,0.57,3.13,1.00,yes
0.60,0.63,0.57,0.63,1.70,1.01,yes
0.50,0.58,0.58,0.60,1.84,1.10,yes
0.57,0.69,0.54,0.54,1.49,1.19,no
0.53,0.57,0.50,0.55,1.55,1.13,no
0.58,0.61,0.52,0.56,2.08,1.32,yes
0.61,0.57,0.54,0.56,2.29,1.28,yes
0.57,0.57,0.64,0.67,1.33,1.38,yes
0.55,0.55,0.52,0.55,2.18,1.21,no
0.58,0.60,0.61,0.57,1.24,1.58,yes
0.52,0.56,0.54,0.56,1.62,1.28,yes
0.64,0.67,0.58,0.61,1.94,1.32,yes
0.50,0.55,0.57,0.57,1.60,1.31,yes
0.53,0.57,0.60,0.63,1.55,1.15,no
0.57,0.63,0.57,0.69,1.34,1.03,no
0.52,0.55,0.50,0.58,1.60,1.12,yes
0.54,0.54,0.55,0.55,1.74,1.64,yes
0.56,0.61,0.72,0.69,1.39,2.28,yes
0.69,0.64,0.58,0.69,2.06,1.67,no
0.75,0.67,0.67,0.56,2.44,0.78,no
0.64,0.58,0.53,0.58,1.33,1.56,yes
0.78,0.72,0.78,0.67,2.29,1.28,no
0.44,0.42,0.75,0.67,0.94,1.11,yes
0.44,0.61,0.56,0.53,1.44,0.61,no
0.50,0.61,0.72,0.67,1.67,1.67,no
0.50,0.64,0.64,0.78,1.00,1.50,no
0.61,0.56,0.69,0.67,1.17,2.00,yes
0.67,0.56,0.64,0.58,1.11,1.22,no
0.72,0.69,0.69,0.64,2.67,2.17,no
0.72,0.67,0.69,0.67,2.50,2.00,yes
0.53,0.58,0.50,0.61,1.56,1.11,no
0.58,0.69,0.75,0.67,1.56,1.78,yes
0.56,0.53,0.50,0.64,0.83,1.44,yes
0.64,0.78,0.61,0.56,1.33,1.22,no
0.78,0.67,0.44,0.61,1.17,1.00,no
0.75,0.67,0.56,0.61,1.50,1.44,yes
0.78,0.72,0.44,0.42,2.29,1.00,no
0.49,0.45,0.46,0.52,2.07,1.30,yes
0.40,0.46,0.44,0.54,1.26,1.19,yes
0.45,0.52,0.48,0.50,1.46,1.11,yes
0.40,0.42,0.48,0.50,1.25,0.94,yes
0.39,0.39,0.47,0.47,1.38,0.95,no
0.55,0.58,0.55,0.58,1.45,1.42,no
0.48,0.52,0.50,0.53,1.53,1.37,no
0.43,0.46,0.43,0.48,1.50,1.06,yes
0.56,0.58,0.57,0.56,1.63,1.68,no
0.44,0.56,0.55,0.53,0.95,1.57,yes
0.49,0.53,0.45,0.52,0.98,1.27,no
0.52,0.58,0.57,0.57,1.68,1.19,no
0.59,0.56,0.55,0.58,1.39,1.32,yes
0.59,0.61,0.59,0.60,1.91,1.19,no
0.50,0.54,0.47,0.52,1.43,0.92,yes
0.51,0.52,0.57,0.64,1.57,1.18,no
0.50,0.53,0.56,0.53,1.61,1.30,yes
0.59,0.60,0.56,0.53,1.45,0.91,yes
0.57,0.64,0.59,0.61,1.61,1.34,no
0.55,0.59,0.56,0.52,1.75,1.70,no
0.47,0.52,0.48,0.51,1.29,1.57,no
0.39,0.39,0.28,0.58,2.17,1.00,no
0.47,0.50,0.25,0.50,1.22,1.06,no
0.58,0.64,0.31,0.36,1.78,0.67,no
0.36,0.56,0.47,0.61,1.39,1.33,yes
0.53,0.61,0.31,0.42,1.61,1.00,yes
0.44,0.42,0.58,0.58,1.00,1.06,yes
0.58,0.64,0.44,0.44,1.67,0.61,no
0.42,0.61,0.58,0.61,1.50,1.17,no
0.50,0.47,0.42,0.61,1.33,0.94,no
0.50,0.53,0.36,0.53,1.67,1.39,no
0.58,0.61,0.39,0.39,1.50,1.33,yes
0.28,0.58,0.58,0.64,1.56,0.94,no
0.47,0.61,0.53,0.61,1.00,0.89,yes
0.31,0.42,0.50,0.47,1.11,1.17,yes
0.31,0.36,0.42,0.61,1.56,1.11,no
0.44,0.44,0.36,0.56,1.06,1.06,no
0.42,0.61,0.50,0.53,1.89,1.22,yes
0.58,0.58,0.58,0.64,1.39,1.67,no
0.25,0.50,0.44,0.42,0.83,1.00,yes
0.36,0.53,0.47,0.50,1.06,1.28,yes
0.73,0.67,0.73,0.64,2.56,1.62,yes
0.76,0.71,0.65,0.79,2.76,1.59,no
0.79,0.74,0.53,0.56,2.38,1.53,yes
0.53,0.59,0.59,0.71,1.35,1.71,yes
0.71,0.68,0.50,0.65,2.18,1.56,no
0.74,0.65,0.65,0.53,1.41,0.76,yes
0.65,0.59,0.76,0.68,1.35,1.24,yes
0.56,0.50,0.68,0.65,0.81,1.81,yes
0.65,0.53,0.44,0.59,1.18,1.00,no
0.44,0.41,0.73,0.67,0.88,1.71,yes
0.73,0.64,0.50,0.62,2.47,1.12,yes
0.53,0.56,0.76,0.71,1.59,2.35,no
0.65,0.53,0.53,0.59,1.12,1.41,yes
0.76,0.68,0.71,0.68,1.24,2.12,no
0.59,0.71,0.79,0.74,1.53,1.39,no
0.65,0.79,0.74,0.65,1.24,1.06,yes
0.50,0.62,0.44,0.41,1.76,1.00,no
0.68,0.65,0.50,0.65,1.89,1.56,yes
0.56,0.50,0.65,0.53,0.81,1.24,no
0.44,0.59,0.73,0.64,1.47,1.62,yes
0.73,0.67,0.65,0.59,2.56,1.29,no
0.39,0.46,0.41,0.54,1.30,1.05,yes
0.41,0.59,0.32,0.39,1.10,0.95,no
0.49,0.51,0.20,0.37,1.50,0.50,no
0.37,0.51,0.27,0.44,1.40,0.80,no
0.27,0.49,0.44,0.63,1.20,1.20,yes
0.41,0.54,0.56,0.66,1.20,1.45,yes
0.37,0.46,0.41,0.46,1.10,1.20,yes
0.39,0.54,0.39,0.68,1.20,1.45,yes
0.22,0.32,0.39,0.46,1.40,0.90,no
0.49,0.54,0.37,0.54,1.40,0.90,yes
0.40,0.42,0.40,0.46,1.26,1.09,no
0.43,0.54,0.38,0.38,1.15,0.96,yes
0.47,0.55,0.46,0.52,1.57,1.15,no
0.45,0.52,0.42,0.47,1.40,1.12,no
0.48,0.50,0.47,0.47,1.49,0.89,yes
0.48,0.50,0.49,0.45,1.39,1.57,no
0.48,0.50,0.42,0.47,1.39,1.12,yes
0.49,0.45,0.40,0.46,2.07,1.09,no
0.47,0.55,0.40,0.42,1.57,1.00,no
0.47,0.47,0.46,0.52,1.12,1.15,no
0.45,0.52,0.38,0.38,1.40,0.96,yes
0.48,0.50,0.43,0.54,1.49,1.16,no
0.47,0.58,0.53,0.60,1.45,1.18,yes
0.49,0.42,0.44,0.49,1.86,0.82,yes
0.56,0.58,0.40,0.51,1.32,0.86,no
0.51,0.58,0.64,0.53,1.45,1.27,no
0.33,0.38,0.53,0.53,1.64,1.00,no
0.62,0.60,0.51,0.58,1.36,1.41,yes
0.36,0.53,0.51,0.56,1.32,1.14,yes
0.40,0.53,0.53,0.47,1.18,1.00,yes
0.47,0.49,0.49,0.56,1.14,1.41,yes
0.53,0.53,0.40,0.47,0.82,1.18,yes
0.42,0.58,0.60,0.60,1.91,1.05,yes
0.49,0.42,0.44,0.47,1.32,1.05,no
0.57,0.59,0.44,0.46,1.63,1.52,no
0.43,0.48,0.57,0.56,1.24,1.19,no
0.49,0.53,0.55,0.53,0.98,1.58,no
0.60,0.55,0.43,0.45,1.37,1.17,no
0.45,0.52,0.55,0.58,1.47,1.33,no
0.42,0.56,0.55,0.58,0.97,1.24,no
0.52,0.58,0.54,0.58,1.69,1.40,no
0.48,0.52,0.57,0.56,1.53,1.67,yes
0.60,0.55,0.50,0.53,1.37,1.37,yes
0.57,0.56,0.42,0.56,1.32,1.00,yes
0.55,0.53,0.43,0.45,1.60,1.17,yes
0.54,0.58,0.48,0.52,1.59,0.99,yes
0.57,0.56,0.49,0.53,1.91,1.17,yes
0.55,0.58,0.57,0.59,1.45,1.52,no
0.43,0.48,0.45,0.52,1.24,1.27,no
0.43,0.43,0.57,0.63,1.06,1.47,yes
0.57,0.60,0.49,0.46,1.47,1.12,yes
0.26,0.57,0.46,0.49,1.41,1.29,yes
0.46,0.60,0.40,0.60,0.94,1.12,yes
0.31,0.43,0.51,0.54,1.18,1.29,no
0.29,0.34,0.37,0.37,1.53,1.24,yes
0.40,0.60,0.34,0.54,1.88,0.88,yes
0.60,0.60,0.60,0.66,1.41,1.00,no
0.26,0.51,0.54,0.63,0.82,0.94,no
0.37,0.54,0.46,0.43,1.12,0.94,no
0.44,0.53,0.50,0.47,1.11,1.00,no
0.28,0.39,0.47,0.58,1.33,1.06,no
0.39,0.58,0.31,0.36,1.39,0.89,no
0.53,0.44,0.75,0.47,1.22,2.22,no
0.61,0.58,0.56,0.61,1.17,1.11,no
0.44,0.47,0.53,0.50,2.17,1.00,no
0.67,0.53,0.67,0.58,2.61,2.00,yes
0.56,0.61,0.53,0.44,1.83,0.67,yes
0.46,0.38,0.44,0.53,1.28,0.94,yes
0.67,0.58,0.39,0.58,1.56,1.33,no
0.31,0.36,0.62,0.65,0.78,1.33,no
0.47,0.58,0.59,0.54,1.28,0.83,yes
0.59,0.51,0.44,0.47,1.94,1.33,no
0.75,0.47,0.49,0.41,2.72,0.39,no
0.50,0.47,0.67,0.53,1.06,1.67,yes
0.57,0.59,0.28,0.39,1.00,0.78,yes
0.53,0.50,0.61,0.58,1.61,1.00,no
0.54,0.54,0.60,0.63,1.73,1.14,yes
0.52,0.56,0.51,0.58,1.63,1.12,no
0.64,0.67,0.61,0.57,1.92,1.58,yes
0.59,0.61,0.58,0.70,1.24,1.06,no
0.57,0.64,0.57,0.58,1.35,1.32,no
0.55,0.56,0.58,0.61,1.65,1.33,no
0.52,0.55,0.52,0.57,1.59,1.09,no
0.50,0.55,0.55,0.55,1.60,1.65,no
0.59,0.61,0.55,0.58,1.92,1.33,no
0.59,0.60,0.49,0.54,1.44,0.94,yes
0.51,0.53,0.51,0.52,1.62,1.17,no
0.56,0.54,0.48,0.51,2.08,1.58,no
0.55,0.58,0.55,0.53,1.74,0.89,yes
0.58,0.63,0.59,0.60,1.62,1.19,no
0.47,0.51,0.53,0.53,1.29,1.12,no
0.56,0.52,0.59,0.61,2.06,1.35,no
0.49,0.54,0.57,0.59,1.46,1.41,no
0.55,0.53,0.57,0.60,1.15,1.40,yes
0.56,0.54,0.55,0.58,2.08,1.33,no
0.48,0.51,0.51,0.53,1.73,1.45,no
0.53,0.53,0.56,0.52,1.53,1.68,yes
0.41,0.46,0.46,0.52,1.27,1.31,no
0.46,0.52,0.50,0.45,1.46,1.58,no
0.40,0.41,0.46,0.46,1.25,0.83,yes
0.38,0.38,0.48,0.50,1.38,1.10,yes
0.47,0.55,0.47,0.49,1.55,0.94,yes
0.43,0.54,0.42,0.47,1.17,1.11,no
0.42,0.58,0.44,0.47,2.00,1.10,no
0.44,0.47,0.37,0.44,1.14,1.14,yes
0.47,0.42,0.65,0.56,1.14,1.33,no
0.49,0.56,0.51,0.58,1.43,1.19,yes
0.65,0.60,0.60,0.58,1.38,1.05,no
0.35,0.53,0.51,0.58,1.33,1.48,no
0.53,0.53,0.51,0.56,0.86,1.19,no
0.51,0.44,0.42,0.53,1.90,0.90,no
0.58,0.58,0.56,0.47,1.33,1.00,no
0.49,0.58,0.53,0.51,1.48,1.00,no
0.40,0.53,0.49,0.56,1.14,1.38,yes
0.33,0.37,0.47,0.51,1.67,0.86,no
0.51,0.56,0.42,0.58,1.09,1.45,yes
0.53,0.51,0.47,0.42,1.18,1.00,yes
0.56,0.47,0.51,0.44,1.59,1.64,no
0.51,0.58,0.44,0.47,1.32,1.36,yes
0.44,0.47,0.53,0.53,1.59,1.64,yes
0.65,0.56,0.65,0.60,1.32,0.91,no
0.37,0.44,0.49,0.56,0.86,1.36,yes
0.42,0.53,0.49,0.58,1.68,0.95,no
0.60,0.58,0.35,0.53,1.68,0.95,yes
0.49,0.56,0.58,0.58,1.18,1.36,no
0.51,0.58,0.33,0.37,1.45,1.55,yes
0.47,0.51,0.40,0.53,1.27,1.41,no
0.42,0.58,0.45,0.42,0.88,0.94,yes
0.58,0.61,0.33,0.55,1.50,0.94,no
0.33,0.45,0.24,0.58,1.19,1.00,no
0.61,0.64,0.48,0.45,1.88,1.19,no
0.27,0.30,0.52,0.61,1.50,0.88,yes
0.42,0.42,0.55,0.58,1.12,1.31,no
0.39,0.58,0.42,0.45,1.75,1.31,yes
0.61,0.61,0.36,0.36,1.38,1.31,no
0.27,0.52,0.64,0.64,0.81,1.00,no
0.36,0.52,0.39,0.58,1.12,1.12,no
0.64,0.64,0.27,0.30,1.71,0.65,no
0.36,0.36,0.42,0.42,2.12,0.59,yes
0.42,0.45,0.58,0.61,1.24,1.12,yes
0.61,0.64,0.39,0.58,1.88,0.94,no
0.33,0.55,0.36,0.52,1.35,1.24,yes
0.52,0.61,0.24,0.58,1.53,1.00,yes
0.45,0.42,0.33,0.45,1.06,1.06,no
0.39,0.58,0.61,0.61,1.41,1.00,yes
0.48,0.45,0.42,0.58,1.35,1.29,yes
0.55,0.58,0.27,0.52,1.76,1.06,no
0.64,0.66,0.51,0.58,1.92,1.12,yes
0.60,0.57,0.52,0.55,2.27,1.21,no
0.59,0.61,0.60,0.63,1.25,1.15,no
0.58,0.61,0.57,0.70,2.10,1.06,yes
0.55,0.56,0.50,0.55,1.66,1.14,no
0.55,0.55,0.53,0.56,1.73,1.33,no
0.57,0.57,0.53,0.58,1.34,1.09,no
0.58,0.64,0.55,0.55,1.37,1.67,no
0.57,0.70,0.64,0.66,1.47,1.35,yes
0.50,0.55,0.52,0.55,1.61,1.21,no
0.60,0.63,0.57,0.57,1.71,1.31,yes
0.51,0.58,0.55,0.56,1.88,1.29,no
0.55,0.55,0.59,0.61,2.18,1.10,yes
0.53,0.58,0.55,0.55,1.55,1.20,no
0.58,0.61,0.60,0.57,2.10,1.56,no
0.53,0.56,0.58,0.64,1.63,1.01,no
0.68,0.68,0.65,0.55,2.12,1.33,yes
0.78,0.69,0.62,0.50,2.62,0.69,yes
0.66,0.78,0.59,0.69,1.25,1.75,no
0.50,0.53,0.50,0.56,1.27,1.44,yes
0.62,0.59,0.50,0.62,1.25,1.19,no
0.72,0.62,0.50,0.66,1.44,1.47,yes
0.66,0.62,0.44,0.56,1.88,1.00,yes
0.81,0.72,0.72,0.66,2.33,1.62,yes
0.44,0.41,0.75,0.66,0.94,1.73,no
0.65,0.55,0.75,0.69,1.06,1.31,no
0.53,0.50,0.68,0.68,0.87,2.00,no
0.44,0.56,0.78,0.69,1.50,2.44,no
0.50,0.62,0.81,0.72,1.81,1.41,no
0.50,0.53,0.66,0.78,1.27,1.62,yes
0.50,0.56,0.62,0.59,1.31,1.19,yes
0.62,0.50,0.53,0.50,1.06,0.59,yes
0.50,0.66,0.65,0.55,0.94,1.33,no
0.75,0.69,0.72,0.62,1.19,1.06,yes
0.59,0.69,0.44,0.41,1.50,1.00,yes
0.66,0.62,0.68,0.68,1.88,2.00,yes
0.46,0.49,0.36,0.67,1.42,1.42,yes
0.21,0.31,0.18,0.36,1.37,0.47,yes
0.44,0.62,0.41,0.46,1.16,1.26,no
0.26,0.49,0.26,0.44,1.16,0.84,no
0.26,0.44,0.47,0.53,0.75,1.40,yes
0.42,0.55,0.21,0.31,0.95,0.60,no
0.30,0.40,0.26,0.49,1.30,1.25,yes
0.30,0.38,0.35,0.50,1.35,1.05,yes
0.38,0.47,0.35,0.47,1.65,1.05,no
0.18,0.36,0.44,0.62,1.15,1.40,no
0.57,0.68,0.47,0.55,1.20,0.70,no
0.45,0.65,0.40,0.55,1.15,0.70,no
0.35,0.53,0.46,0.49,1.20,1.55,yes
0.41,0.46,0.40,0.53,1.20,0.75,yes
0.36,0.67,0.38,0.45,1.35,0.80,yes
0.47,0.51,0.57,0.59,1.29,1.41,yes
0.56,0.52,0.58,0.60,2.07,1.39,no
0.48,0.51,0.54,0.54,1.73,1.14,no
0.51,0.53,0.55,0.53,1.63,0.91,no
0.55,0.58,0.58,0.63,1.75,1.17,no
0.56,0.54,0.57,0.59,2.06,1.41,no
0.47,0.51,0.59,0.61,1.29,1.35,yes
0.58,0.60,0.59,0.60,1.99,1.20,no
0.50,0.51,0.56,0.52,1.57,1.67,yes
0.56,0.52,0.47,0.51,2.07,0.92,yes
0.54,0.54,0.58,0.60,1.48,1.39,yes
0.57,0.59,0.51,0.53,1.72,1.46,no
0.55,0.53,0.58,0.63,1.14,1.17,yes
0.50,0.51,0.56,0.54,1.57,1.29,yes
0.37,0.46,0.37,0.40,1.18,1.06,no
0.66,0.66,0.63,0.63,1.88,1.18,yes
0.46,0.43,0.46,0.40,1.24,1.53,yes
0.50,0.44,0.28,0.44,1.22,0.72,yes
0.31,0.47,0.39,0.44,1.17,0.61,no
0.61,0.50,0.44,0.50,2.83,1.00,yes
0.58,0.67,0.37,0.46,1.83,0.67,yes
0.36,0.50,0.53,0.61,1.06,0.94,yes
0.37,0.40,0.31,0.44,1.39,1.17,no
0.47,0.39,0.46,0.43,1.33,1.33,yes
0.46,0.40,0.66,0.66,2.11,1.39,yes
0.63,0.63,0.39,0.53,1.83,1.56,no
0.44,0.58,0.42,0.47,1.56,0.67,no
0.37,0.46,0.61,0.50,1.18,1.61,no
0.28,0.44,0.58,0.67,0.89,0.78,no
0.66,0.66,0.50,0.44,1.88,0.78,no
0.31,0.44,0.63,0.63,1.50,1.18,no
0.42,0.47,0.36,0.50,0.83,0.83,no
0.46,0.43,0.31,0.47,1.24,1.11,no
0.39,0.44,0.46,0.40,0.83,1.53,yes
0.53,0.61,0.37,0.40,1.44,1.06,no
0.44,0.50,0.47,0.39,1.33,0.72,yes
0.39,0.53,0.44,0.58,1.39,0.94,no
0.55,0.53,0.50,0.53,1.59,1.36,yes
0.55,0.59,0.43,0.48,1.45,1.07,no
0.47,0.52,0.59,0.55,1.52,1.06,yes
0.43,0.46,0.52,0.58,1.50,1.51,no
0.57,0.59,0.42,0.56,1.63,1.00,yes
0.44,0.45,0.45,0.52,1.52,1.26,yes
0.54,0.57,0.49,0.53,1.57,1.16,yes
0.55,0.58,0.57,0.56,1.44,1.19,yes
0.44,0.47,0.59,0.59,2.18,1.53,yes
0.69,0.60,0.51,0.43,1.59,0.41,no
0.49,0.37,0.40,0.57,1.29,1.35,no
0.74,0.46,0.60,0.54,2.76,0.82,yes
0.49,0.46,0.60,0.66,1.06,1.24,yes
0.54,0.60,0.66,0.51,1.82,1.71,yes
0.49,0.57,0.63,0.57,1.29,1.00,no
0.60,0.54,0.29,0.40,1.94,0.82,no
0.31,0.37,0.44,0.47,0.82,1.29,no
0.59,0.59,0.46,0.51,1.00,0.94,no
0.51,0.49,0.51,0.43,1.53,0.65,yes
0.51,0.43,0.49,0.37,1.06,0.94,no
0.60,0.54,0.59,0.59,1.22,1.53,no
0.60,0.66,0.60,0.54,1.83,1.56,no
0.51,0.53,0.58,0.63,1.62,1.16,yes
0.58,0.60,0.55,0.58,1.98,1.34,yes
0.51,0.52,0.49,0.55,1.60,0.96,no
0.55,0.53,0.51,0.52,1.16,1.17,no
0.60,0.62,0.54,0.54,1.95,1.17,no
0.58,0.63,0.48,0.52,1.62,1.59,no
0.55,0.58,0.51,0.53,1.76,1.46,yes
0.49,0.55,0.56,0.54,1.43,1.29,yes
0.41,0.54,0.46,0.49,1.20,1.10,no
0.49,0.41,0.54,0.51,1.90,1.00,yes
0.68,0.61,0.49,0.51,1.40,0.85,no
0.46,0.49,0.54,0.59,1.20,1.25,no
0.49,0.56,0.51,0.56,1.40,1.40,yes
0.37,0.56,0.37,0.44,1.40,1.10,no
0.44,0.59,0.51,0.59,2.00,1.25,no
0.49,0.59,0.49,0.56,1.50,1.30,yes
0.56,0.56,0.66,0.56,1.30,1.35,yes
0.49,0.44,0.61,0.61,1.15,1.10,no
0.51,0.54,0.41,0.51,0.85,0.80,yes
0.32,0.39,0.56,0.49,1.50,1.05,no
0.54,0.59,0.68,0.61,1.14,0.86,no
0.46,0.49,0.49,0.56,1.57,1.43,no
0.54,0.51,0.46,0.49,1.24,1.38,no
0.51,0.59,0.49,0.41,1.48,1.57,yes
0.49,0.51,0.49,0.44,1.33,1.05,no
0.51,0.56,0.44,0.59,1.33,1.48,no
0.66,0.56,0.37,0.56,1.38,0.95,no
0.37,0.44,0.56,0.56,0.86,1.29,yes
0.41,0.51,0.41,0.54,1.71,1.43,no
0.61,0.61,0.51,0.54,1.76,1.57,no
0.56,0.49,0.49,0.59,1.57,1.00,no
0.49,0.56,0.32,0.39,1.24,1.57,no
0.55,0.61,0.64,0.61,1.50,1.19,no
0.39,0.55,0.55,0.48,1.38,0.75,no
0.44,0.59,0.26,0.44,1.53,0.71,yes
0.35,0.47,0.32,0.44,1.06,1.18,no
0.59,0.71,0.41,0.50,1.76,1.06,no
0.35,0.38,0.65,0.65,1.41,1.29,yes
0.65,0.53,0.44,0.50,2.94,0.71,no
0.55,0.48,0.41,0.47,1.29,0.65,no
0.50,0.41,0.55,0.61,1.29,1.00,no
0.26,0.44,0.39,0.55,1.18,1.53,yes
0.64,0.61,0.44,0.41,1.82,1.24,yes
0.47,0.41,0.38,0.47,2.12,0.71,no
0.41,0.50,0.35,0.47,1.29,0.82,yes
0.26,0.44,0.65,0.53,0.94,1.65,no
0.32,0.44,0.59,0.71,1.53,0.82,no
0.44,0.50,0.55,0.48,0.88,0.75,no
0.55,0.61,0.26,0.44,1.50,1.06,yes
0.41,0.47,0.44,0.59,0.82,1.00,no
0.39,0.55,0.50,0.41,1.38,0.76,no
0.22,0.30,0.30,0.38,1.44,0.94,no
0.46,0.49,0.32,0.65,1.33,1.28,yes
0.61,0.71,0.26,0.50,1.21,1.32,no
0.32,0.42,0.42,0.58,1.32,0.74,no
0.42,0.55,0.37,0.53,1.00,1.05,no
0.18,0.37,0.47,0.55,1.16,0.74,no
0.42,0.63,0.37,0.45,1.11,0.79,yes
0.37,0.47,0.42,0.61,1.63,1.42,yes
0.37,0.55,0.39,0.53,1.26,0.74,no
0.26,0.42,0.22,0.30,0.74,0.58,no
0.32,0.65,0.34,0.47,1.26,1.00,yes
0.30,0.38,0.47,0.50,1.37,1.63,no
0.42,0.45,0.46,0.49,1.21,1.42,no
0.42,0.58,0.37,0.47,1.21,0.95,no
0.37,0.45,0.61,0.71,1.32,1.53,no
0.37,0.53,0.32,0.42,1.47,0.84,no
0.47,0.55,0.42,0.55,1.32,0.95,yes
0.39,0.53,0.30,0.38,1.16,0.94,yes
0.34,0.47,0.37,0.55,1.11,0.95,no
0.46,0.49,0.42,0.63,1.33,1.05,yes
0.62,0.69,0.50,0.59,1.88,1.19,no
0.30,0.36,0.67,0.61,0.75,2.06,yes
0.48,0.39,0.48,0.42,1.12,0.38,yes
0.55,0.58,0.61,0.52,1.88,1.62,no
0.73,0.48,0.45,0.45,2.62,1.06,no
0.27,0.42,0.39,0.61,1.25,1.44,no
0.52,0.52,0.52,0.36,1.62,0.94,no
0.42,0.52,0.67,0.48,1.19,1.62,yes
0.61,0.55,0.62,0.69,1.12,1.31,no
0.50,0.59,0.61,0.58,1.31,1.56,no
0.64,0.61,0.42,0.48,1.19,1.19,no
0.48,0.42,0.52,0.52,1.12,0.82,no
0.48,0.39,0.45,0.45,1.12,1.06,yes
0.67,0.48,0.52,0.36,2.71,0.94,no
0.27,0.42,0.67,0.61,1.25,2.06,no
0.42,0.52,0.73,0.48,1.19,2.06,no
0.39,0.61,0.50,0.59,1.29,1.19,no
0.64,0.61,0.30,0.36,1.19,0.94,no
0.62,0.69,0.55,0.58,1.88,1.12,yes
0.61,0.55,0.61,0.52,1.12,1.62,yes
0.46,0.52,0.46,0.52,1.40,1.15,no
0.47,0.50,0.41,0.46,1.41,1.09,no
0.49,0.45,0.44,0.44,2.06,0.82,yes
0.42,0.47,0.38,0.38,1.36,0.97,no
0.48,0.50,0.48,0.55,1.50,1.17,no
0.40,0.42,0.43,0.55,1.26,1.17,no
0.46,0.52,0.41,0.46,1.44,1.09,yes
0.48,0.55,0.46,0.52,1.56,1.31,no
0.50,0.56,0.60,0.58,1.63,1.55,no
0.55,0.56,0.58,0.61,2.17,1.34,no
0.60,0.63,0.63,0.66,1.71,1.31,yes
0.50,0.57,0.57,0.57,1.89,1.30,yes
0.57,0.71,0.55,0.57,1.52,1.29,no
0.53,0.58,0.58,0.64,1.55,1.03,no
0.52,0.55,0.54,0.54,1.59,1.19,yes
0.53,0.56,0.58,0.60,1.62,1.10,yes
0.73,0.63,0.73,0.63,1.40,1.79,yes
0.47,0.50,0.70,0.63,1.07,1.60,yes
0.53,0.67,0.53,0.67,1.00,1.27,no
0.77,0.70,0.57,0.67,1.14,1.73,yes
0.80,0.70,0.63,0.60,2.67,1.14,no
0.63,0.77,0.80,0.70,1.27,1.33,yes
0.63,0.63,0.47,0.53,1.87,1.47,yes
0.63,0.53,0.60,0.50,0.93,0.67,yes
0.53,0.53,0.40,0.40,0.93,0.87,no
0.43,0.53,0.67,0.67,1.47,2.00,yes
0.73,0.63,0.80,0.70,2.56,1.33,yes
0.60,0.50,0.63,0.63,1.13,1.73,no
0.70,0.63,0.80,0.70,2.60,2.47,yes
0.77,0.70,0.53,0.53,1.14,0.62,no
0.53,0.67,0.73,0.63,1.93,1.13,no
0.53,0.67,0.43,0.53,1.00,1.00,no
0.47,0.53,0.63,0.77,1.27,1.60,yes
0.40,0.40,0.63,0.60,0.93,1.14,yes
0.57,0.67,0.47,0.50,1.47,1.50,yes
0.45,0.52,0.57,0.56,1.48,1.20,no
0.47,0.51,0.52,0.58,1.53,1.51,yes
0.43,0.45,0.41,0.54,1.52,0.97,yes
0.56,0.53,0.60,0.56,1.60,1.06,no
0.44,0.49,0.55,0.58,1.26,1.34,no
0.49,0.53,0.49,0.53,1.52,1.15,yes
0.43,0.46,0.56,0.56,1.51,1.63,no
0.55,0.59,0.56,0.58,1.45,1.52,yes
0.56,0.56,0.54,0.57,1.90,1.40,yes
0.41,0.54,0.55,0.58,0.97,1.34,no
0.44,0.49,0.43,0.45,1.26,1.53,no
0.57,0.56,0.56,0.58,1.32,1.52,yes
